order_item_count,rant_delta,embedding_rant_O2P_2,o2a_zoneid_last15mins_averages,ar2p_avg_res_20d,rest_placed_order_count__1h,embedding_hour_LM_0,embedding_Rz_LM_13,avg_item,embedding_week_O2P_0,embedding_city_LM_2,embedding_hour_LM_3,items_past,high_item,o2mf_value_res_lag1,embedding_hour_O2P_3,fm_avg_Rh_dow_hour_7D,embedding_Rz_LM_0,embedding_Rz_LM_21,fm_avg_Rz_3H,o2p_value_res_lag1,p2d_avg_Cz_1H,embedding_city_LM_3,embedding_rant_O2P_0,o2as_avg_Rz_7D,rant_active_orders,embedding_rant_O2P_4,cust_zone_rain_mode__2H,embedding_hour_LM_2,embedding_Rz_LM_23,p2d_sd_Ch_20D,embedding_city_O2P_4,item_lag_delta_I,embedding_hour_LM_4,embedding_Rz_LM_6,p2d_avg_Ch_20D,embedding_rant_O2P_8,embedding_Rz_LM_4,embedding_Rz_LM_18,bill_amount,p2d_avg_Rz_3D,embedding_week_O2P_2,lag_delta_II,weekday,o2as_avg_Rh_7D,banner_factor,embedding_hour_O2P_4,hour,embedding_dayofweek_LM_2,o2as_avg_Rz_dow_30D,embedding_city_O2P_1,pop_request,o2as_avg_Rh_dow_7D,embedding_Rz_LM_24,o2as_avg_Rid_hour_dow_30d,embedding_Rz_LM_1,embedding_Rz_LM_20,embedding_Rz_LM_15,rant_banner_factor,embedding_hour_O2P_0,embedding_city_O2P_0,o2as_avg_Rz_hour_dow_9d,embedding_hour_LM_1,item_slot_o2p_avg_1D,item_o2p_avg,embedding_city_O2P_3,dayofweek,fm_avg_Rz_dow_hour_7D,item_slot_o2p_avg,embedding_Rz_LM_19,o2as_avg_Rid_dow_hour_7D,o2as_avg_Rid_hour_3D,o2as_avg_Rz_hour_dow_lag,embedding_dayofweek_LM_0,embedding_Rz_LM_12,rare_item,embedding_Rz_LM_2,fm_avg_Rz_3D,fm_avg_Rz_1H,embedding_Rz_LM_10,embedding_Rz_LM_17,embedding_hour_O2P_2,embedding_Rz_LM_5,p2d_avg_Rid_20D,embedding_rant_O2P_6,r2d_avg_Cg_7D,embedding_dayofweek_LM_1,embedding_city_LM_1,order_total_quantity,embedding_Rz_LM_16,o2as_avg_Rz_hour_dow_30d,embedding_rant_O2P_5,rant_cst_distance,embedding_Rz_LM_9,embedding_hour_O2P_1,embedding_city_LM_4,o2a_zoneid_last5mins_averages,rest_zone_rain_mode__2H,embedding_Rz_LM_3,o2as_avg_res_1h,embedding_rant_O2P_9,fm_avg_Rid_hour_30D,fm_avg_Rz_dow_hour_30D,p2d_avg_Rid_3D,embedding_city_O2P_2,ar2p_avg_res_1h,fm_avg_Rh_1D,p2d_avg_Rz_1H,embedding_Rz_LM_8,embedding_Rz_LM_22,embedding_rant_O2P_3,embedding_Rz_LM_14,embedding_rant_O2P_7,o2mf_avg_1H,fm_avg_Rh_hour_3D,ar2p_avg_res_hour_20d,fm_avg_Rid_1Day,item_o2p_lag,embedding_Rz_LM_11,fm_avg_Rz_1D,embedding_rant_O2P_1,p2d_avg_Rid_1H,p2d_avg_Cz_3D,lag_delta_I,embedding_city_LM_0,embedding_week_O2P_1,embedding_Rz_LM_7,o2p_avg_1H,O2D,O2D_beef,Ar2P,O2As,FM,O2P,P2D,order_id
1,0,-6.4453516,3.3665625,4.642713311,0,-0.33693808,-1.9464477,0,-0.50238574,-0.9026805,0.05713251,0,1,10.32,0.8913614,1.557857143,2.2219818,-0.14159872,2.651181102,14.22,11,0.30816382,6.6313114,4.749184687,0,6.289453,0,-0.24399735,2.367331,5.722507709,1.4321104,3.018783069,0.756848,1.8181851,12.5444086,3.5102682,-1.5801642,0.07824287,203,13,0.18076608,3.571173469,6,6.263677335,0.550000012,-0.85895646,11,0.9375627,4.680332249,1.2622452,0,5.735051195,-0.07840107,7.31,1.625899,0.6263229,1.0344597,0,-1.2228198,-0.23326707,4.548071066,-0.7680598,10.16375,11.20121693,0.37149206,6,2.915071429,11.55328767,0.29233515,6.5,6.6225,4.734691943,0.019359695,0.40796843,0,-2.4657416,2.976719081,2.623333333,0.3572683,0.68504155,-0.68619955,0.3379135,13,-5.2759147,2.327027027,-2.84E-04,0.048484903,1,-0.09700088,4.429015444,-6.5617886,3.599999905,-1.9278033,0.44295803,-0.5955599,3.61,0,2.1230931,6.5,2.2376385,1.464482759,2.705,10,-1.9000053,5.5,2.657061069,12,2.8848066,-0.35035297,6.364017,-2.2807577,-2.1643367,11,3.217142857,7.051304348,3.994857143,14.22,1.3295635,3.027231939,2.0524068,13,12,1.791173469,0.007992339,-0.048275083,0.092961915,16,30.98,35.98,0.15,6.72,10.92,17.97,13.02,6.25E+10
4,0.984,-2.0609605,2.887222222,6.270661578,6,0.02418614,0.001593895,0,-0.50238574,-0.035511427,-0.04773737,1,1,28.33,-0.11509785,4.818,1.1800315,-0.6283429,6.494333333,34.17,19,0.036915027,4.085696,5.267874246,3,4.228999,0,-0.18910937,0.71048,8.380621681,1.3058817,17.10221154,0.3202052,-0.26578435,18.39192308,-1.6119782,0.9749052,1.904646,200,16,0.18076608,0.014075188,6,4.132027972,0.75,-0.4339281,12,0.9375627,6.659643617,0.297995,0,3.893214286,-0.40919185,2.870454545,1.096524,0.3685359,-1.6767502,1.5,-0.06240231,-0.07246403,3.879591837,-0.13015965,16,17.06778846,-0.27977997,6,6.260526316,17.95125,-0.9374721,2.256,2.066666667,3.814716981,0.019359695,0.6531161,0,-0.74140275,6.313855964,5.999615385,-2.4599051,-1.1627674,0.5989191,1.693336,16,-4.62773,1.792173913,-2.84E-04,0.021564407,4,0.27935463,3.33522449,-4.5368657,3,0.76752484,-0.018186959,-0.004762118,3.936,0,0.6475289,2.256,4.281824,3.820566038,5.662693878,13,0.24167472,9.29,6.4888,15,0.32805708,1.1233077,4.37412,1.2268703,-2.0779843,12.746,4.565,6.62452381,5.835,34.17,-1.101182,6.575818363,2.4250205,17,16,17.20007519,0.290192,-0.048275083,0.945686,16.984,41.57,46.57,16.78,2.43,8.38,27.73,13.83,6.25E+10
3,0,-1.8316271,2.162777778,7.150909091,0,0.02418614,0.004405011,0,-0.50238574,-0.12117595,-0.04773737,0,1,18.13,-0.11509785,4.605,0.9864025,0.11010956,5.863305882,21.05,14,-0.9066761,-4.1307406,4.087948611,0,-0.19571339,0,-0.18910937,0.66071767,6.503627798,1.6411175,-2.656666667,0.3202052,-0.1781536,13.47732759,-2.4286625,-0.12710042,0.63717705,279,16,0.18076608,-6.681914894,6,5.840368526,0.810000002,-0.4339281,12,0.9375627,2.815009029,-0.5009431,0,5.144655172,-0.13327585,8.3,0.75178945,-0.10748626,0.7592572,0,-0.06240231,1.2674906,2.253093333,-0.13015965,16,23.70666667,-0.9643637,6,5.945489691,24.232,0.17455262,6.5,10.38,2.081426799,0.019359695,-0.5269111,0,0.06775317,6.442893446,5.849897436,-0.21293503,-0.041810796,0.5989191,-0.53563434,14,-1.4928483,1.763846154,-2.84E-04,-0.44112667,3,0.036514923,2.373428899,1.3577316,3.200000048,0.588431,-0.018186959,-0.10056808,2.627857143,0,0.5622565,6.5,0.7075231,7.421428571,5.28101558,10,-1.2154942,5.5,6.785493827,15,-0.012677721,-0.71830046,-0.7622221,-0.28540877,1.2025299,11,6.380526316,7.935,7.16625,21.05,0.019393265,5.997400821,0.09123802,13,15,-1.631914894,0.018520065,-0.048275083,0.37228546,16,31.62,36.62,8.48,1.33,7.43,17.4,14.22,6.25E+10
1,10.2,-0.44417712,25.04560606,3.313549161,4,0.38224754,-0.068083706,0,-0.50238574,-1.8346332,-0.3944569,0,1,11.12,0.13784437,5.503333333,-0.582095381,-0.070216683,6.800282686,33.77,12,1.3190212,-4.809446,9.493102396,-3,0.69829834,0,-0.33056316,1.055563691,5.679104631,2.607407,-8.6,0.41718915,-0.043485297,14.40316456,-1.8097707,1.303407944,-2.134133303,179,14,0.18076608,2.46025641,6,11.95,1.950000048,-0.90775514,13,0.9375627,9.942824279,1.9217104,0,19.3637931,0.164251606,15.4955,-0.671857357,-0.082536324,-1.706442818,0.5,0.5410148,0.57573384,22.26171429,0.4480793,16,27.42,-1.9186605,6,6.583991416,29.45,0.043361932,26.54333333,25.92428571,21.36256674,0.019359695,0.12727783,0,-1.187802721,6.240207329,6.348066914,-0.034923247,-0.097539793,0.22418433,-0.276969644,14,0.30297002,3.731818182,-2.84E-04,-0.16856346,1,-0.448981981,15.83911874,-1.362104,4.800000191,-0.580751014,-0.042119667,-1.7047334,27.35304348,0,0.256385566,19.34333333,-0.15295552,7.9084,6.29826087,13,-1.1748817,1.78,7.130285714,12,-2.089900884,-0.2419157,-1.7505392,-2.205891634,-0.29292873,11.98,8.737142857,1.2425,7.130285714,18.82,0.054199796,6.395245184,-0.65073746,16,14,10.03025641,0.2300566,-0.048275083,-1.611197921,26.2,54.87,59.87,0.65,25.83,6.57,33.73,21.13,6.25E+10
1,-9.382105263,-5.110536,3.561684783,4.944932264,57,0.37771502,0.46303973,0,-0.50238574,-0.9026805,-0.46323314,0,1,4.12,0.8046588,2.465918367,2.0034096,0.20376503,4.453561839,10.45,12,0.30816382,7.712032,4.66242396,16,8.17969,0,-0.24724199,1.9687893,7.438907953,1.4321104,-4.134,0.2278887,-0.69789344,14.80619423,5.6720734,0.8251132,-0.53596604,169,14,0.18076608,-3.854252341,6,3.204757027,0.529999971,-0.15394725,15,0.9375627,3.739805874,1.2622452,1,2.169657854,0.7314706,1.925167785,-0.202681,-0.8164023,-0.9825715,1.357142857,0.15115722,-0.23326707,3.300830966,0.4744357,16,10.064,0.37149206,6,3.462942743,8.085,-0.4074028,1.618108108,1.721304348,3.122462687,0.019359695,-0.7722933,0,-0.061369285,4.262075301,3.569911616,-0.10185472,-0.4251978,0.117321424,-0.84395134,18,-6.5623136,3.266,-2.84E-04,0.048484903,1,1.6265274,3.296560769,-7.173217,3.079999924,1.733045,-0.008196498,-0.5955599,3.254179104,0,-0.060544696,1.554473684,0.119285285,2.241708609,3.614189308,15,-1.9000053,2.825263158,2.921582868,13,-0.25865173,-0.7179577,4.4187803,-0.6400951,1.6525915,2.693947368,2.381496063,6.753095238,2.965756757,5.93,-1.4427133,3.965620739,1.081173,17,13,-0.022147078,0.007992339,-0.048275083,-1.3222116,6.617894737,19.58,24.58,3.92,2.28,0.1,6.5,13.08,6.25E+10
4,5.86625,-3.0748966,1.691428571,11.20215609,11,0.37771502,-0.8861854,0,-0.50238574,-0.12117595,-0.46323314,0.75,1,7.93,0.8046588,4.25,1.5294639,-0.2501339,6.099011236,21.77,15,-0.9066761,-0.99567574,3.800489458,4,1.3042419,0,-0.24724199,0.46517134,6.353634911,1.6411175,-3.313211009,0.2278887,-0.4120315,15.1435,-2.036104,0.3786093,-0.2893943,307,15,0.18076608,-0.858106121,6,4.041511057,0.720000029,-0.15394725,15,0.9375627,2.815919178,-0.5009431,0,1.900082645,0.29223892,2.46972973,-0.13521428,0.3149572,-0.26991487,1.375,0.15115722,1.2674906,2.017027027,0.4744357,32.55,25.08321101,-0.9643637,6,5.827155172,24.913,-0.35816574,1.27375,1.430333333,1.923127572,0.019359695,-0.31701124,0,-0.09517848,6.366174752,5.679504132,0.29502258,0.018211795,0.117321424,-0.37666216,15,-0.49490795,5.350909091,-2.84E-04,-0.44112667,4,0.3352559,2.152710472,0.9892125,2.299999952,-0.17790833,-0.008196498,-0.10056808,2.678333333,0,0.6008481,1.27375,-0.36759493,5.355665236,5.86899384,14,-1.2154942,15.97875,7.093783784,14,1.3803961,-0.14876294,0.26405162,0.20445155,-0.98609614,7.37625,4.968529412,12.09453333,7.370243902,21.77,0.5365354,6.042704811,0.4509864,14,15,-0.954356121,0.018520065,-0.048275083,0.26962197,21.86625,24.53,29.53,10.47,0.85,0.93,12.35,12.18,6.25E+10
1,-10.85,-4.3270974,2.841111111,4.635636364,2,0.3255178,-0.28860852,0,-0.50238574,-0.6856983,-0.3584193,0,1,5.55,0.038241558,2.696666667,0.5651868,0.08011796,5.314038997,5.5,15,0.02299035,6.296695,3.924479317,1,6.8074675,0,-0.2919427,0.035209425,6.784189185,1.6907839,-0.383333333,0.45653188,-0.12517977,16.00352381,5.593527,0.8162585,0.059114274,360,15,0.18076608,-5.98515873,6,3.753114943,0.560000002,-0.026651638,16,0.9375627,3.875430019,-0.08184147,0,3.923068182,-0.2835978,1.638571429,-0.35417214,-0.13866256,-0.050498612,1,-0.47286496,1.6915462,2.919447853,0.45296568,16,7.963333333,-1.6878899,6,4.404065934,16,-0.19100219,1.455,1.455,3.087784431,0.019359695,-0.21560691,0,0.83308214,5.898211399,4.447777778,0.02603334,-0.3462043,-0.03669169,-0.16130134,12,-4.540923,2.937102804,-2.84E-04,-0.5031784,1,0.55473155,2.971395349,-5.905261,3.700000048,0.30968586,0.14274815,-0.1717782,2.747272727,0,0.57775587,1.455,-0.2209113,4.0925,5.455271318,10,-1.5015364,2.135,4.660526316,13,-0.011982997,0.10253469,3.56329,0.68904275,1.0355543,8.275,3.231538462,5.825882353,4.375555556,7.58,0.062356964,5.726147161,0.553066,13,15,-5.63515873,-0.040835973,-0.048275083,0.78635144,5.15,17.38,22.38,1.03,1.82,0.77,3.68,13.7,6.25E+10
2,0,-1.0866464,3.173925234,9.189761905,0,-0.038022175,-0.049376026,0,-0.50238574,-0.7225856,0.03611397,0,1,11,-0.14359519,6,1.3686537,0.38225478,3.968020177,8.38,12,-0.4674484,0.15313716,5.390953574,0,0.6772967,0,-0.026367713,1.0783204,6.192708284,1.4376689,-2.79,-0.2700705,-0.13358198,13.51878531,1.8045157,0.77073896,0.13819347,445,13,0.18076608,-0.357777778,6,3.83326087,0.709999979,-0.014175072,17,0.9375627,3.742390304,2.1543303,0,1.75,0.7350625,2.043333333,-0.036875907,-0.22781594,-0.6576922,0,-0.32052583,-0.08414185,2.871508079,-0.033573546,16,22.01,1.5790561,6,5.174578005,16.76666667,0.5785397,6.5,2.53,3.169242219,0.019359695,-0.60983443,0,0.017342985,4.213952167,5.454679803,0.44890103,-0.01993993,-0.058003813,-0.61668813,11,-0.07705281,3.023970588,-2.84E-04,-0.14758067,3,1.3726667,3.144317633,1.5886476,3.099999905,1.0291661,-0.53873044,0.26020417,3.017352941,0,-0.32555094,6.5,1.8148514,3.82875,4.745748792,10,-2.8664434,5.5,4.383333333,13,-0.103344776,-0.1858635,0.10423031,-0.09097152,0.39866117,11,1.38,9.636,4.383333333,19.22,-0.99351645,3.762359008,-0.21791159,10,12,-7.977777778,0.37137312,-0.048275083,-0.4615184,16,29.93,34.93,14.23,1.73,1.62,17.8,12.13,6.25E+10
1,-0.2525,0.44027945,3.757,7.795045278,11,-0.038022175,3.0386145,0,-0.50238574,-1.2122425,0.03611397,0,1,17.4,-0.14359519,2.018,1.8194774,0.79445857,3.376276596,18.3,14,0.5321106,-1.6761799,4.42952441,-1,-0.06782064,0,-0.026367713,2.1489868,6.598336769,1.5427117,-9.291818182,-0.2700705,-0.13290377,12.03981651,-3.2875412,0.4314318,-0.32880247,167,13,0.18076608,-3.199457672,6,6.19515873,0.200000003,-0.014175072,17,0.9375627,3.752022958,2.2850077,0,6.660571429,-0.8115855,5.425806452,-1.733237,0.4827951,-0.3461663,0.846153846,-0.32052583,0.24604413,3.510243902,-0.033573546,17.7,20.67181818,1.5701474,6,2.648076923,19.045,1.7084775,9.98,6.648461538,3.928596491,0.019359695,0.9598003,0,1.6335837,3.725345086,2.805333333,-1.092472,0.08011559,-0.058003813,0.59905636,12,-0.2843016,3.1804,-2.84E-04,0.04908468,1,-0.10999242,3.345578231,0.18875478,1.299999952,-0.59894717,-0.53873044,-1.1087582,3.475,0,-2.3493152,6.55375,1.7358456,2.960115607,2.92414966,11,-2.5327296,7.49875,2.403859649,14,-1.4792025,-0.39561337,-2.1594863,-1.9936203,-1.3021302,14.4075,1.579615385,7.248849558,2.403859649,11.38,-0.6016038,3.295632965,-0.4327703,13,14,-0.646957672,0.120147415,-0.048275083,-2.3040476,15.7475,21.53,26.53,7.42,8.15,0.05,15.82,5.72,6.25E+10
2,-9.265,-6.4506593,3.300384615,3.647179331,3,-0.046080492,-1.850001,0,-0.50238574,-0.7225856,0.0376217,0,1,6.1,0.7159881,4.329047619,2.3602493,-0.6386055,3.884205708,10.1,15,-0.4674484,6.217033,5.218121208,2,2.256139,0,-0.07888457,0.57772744,7.121901752,1.4376689,-0.123164557,-0.7303692,-0.14352886,14.05191288,-6.1280894,-0.98455465,-0.3281893,145,14,0.18076608,-3.862830424,6,6.07272028,0.75999999,-0.7646233,19,0.9375627,3.721172071,2.1543303,0,4.876167024,-0.17807165,1.898461538,0.3963976,-0.075872146,0.18750232,1.5,-1.1715345,-0.08414185,2.991414966,-0.001952874,13.98666667,12.05316456,1.5790561,6,4.139258936,13.86262295,-0.6631383,1.636666667,2.083333333,3.055946341,0.019359695,0.6658067,0,-0.84027535,4.432123562,4.175214368,-0.35546502,0.09249931,-0.72527164,0.851127,13,-5.6564927,1.896307692,-2.84E-04,-0.14758067,2,0.12118175,3.486928757,0.18878719,3.700000048,-0.96262616,1.3056661,0.26020417,2.89969697,0,1.9248998,2.055,2.6210186,5.099259259,4.867665066,13,-2.8664434,0.45,3.184351464,15,2.2299354,0.011484261,6.7481236,0.51042974,-3.5910907,4.49,4.753703704,2.496391753,3.149278351,11.93,0.47997957,3.924699541,-4.2062497,11,15,-0.497830424,0.37137312,-0.048275083,-0.04046177,6.735,20.27,25.27,3.3,2.2,4.3,10.08,10.18,6.25E+10
3,0,-5.3850074,6.647688889,2.948351648,1,0.052714653,0.004405011,0,-0.50238574,-0.12117595,0.16447444,0,1,2.32,-0.124132715,5.808,0.9864025,0.11010956,6.79181486,8.4,16,-0.9066761,6.5890727,4.112641976,1,4.0197387,0,-0.0308711,0.66071767,6.670352894,1.6411175,7.98,0.5343077,-0.1781536,15.57595181,-3.2312233,-0.12710042,0.63717705,200,16,0.18076608,4.685454545,6,3.969891089,1.159999967,0.027929857,20,0.9375627,2.798596315,-0.5009431,0,2.137052023,-0.13327585,2.69,0.75178945,-0.10748626,0.7592572,1,-0.03763987,1.2674906,3.3,-0.55705184,19.9,16,-0.9643637,6,6.207311321,16,0.17455262,2.03,3.54,6.611737892,0.019359695,-0.5269111,0,0.06775317,6.452167328,7.301827284,-0.21293503,-0.041810796,-0.8063787,-0.53563434,12,-3.9332807,3.624492754,-2.84E-04,-0.44112667,3,0.036514923,4.366917947,-0.45328853,3.200000048,0.588431,-0.006434504,-0.10056808,7.515636364,0,0.5622565,6.5,1.9129772,5.271176471,6.542833867,10,-1.2154942,5.5,5.653426966,16,-0.012677721,-0.71830046,6.4751105,-0.28540877,-4.67796,11,7.829666667,1.541538462,4.791428571,23.98,0.019393265,5.872543467,-3.5155795,14,15,-2.914545455,0.018520065,-0.048275083,0.37228546,16,36.95,41.95,0.28,5.75,16.9,23.3,13.65,6.25E+10
2,16.275,-1.4603313,7.623507463,10.60085492,3,0.052714653,-0.068083706,0,-0.50238574,-0.7225856,0.16447444,0.5,1,11,-0.124132715,6.188888889,-0.582095381,-0.070216683,4.562068584,21.62,14,-0.4674484,-5.4369864,3.639131872,0,0.5256887,0,-0.0308711,1.055563691,7.192829315,1.4376689,0.673061224,0.5343077,-0.043485297,15.8925,-1.464959,1.303407944,-2.134133303,321,13,0.18076608,15.39757426,6,4.110435384,1.070000052,0.027929857,20,0.9375627,4.335900491,2.1543303,0,4.61630597,0.164251606,10.07266667,-0.671857357,-0.082536324,-1.706442818,0.75,-0.03763987,-0.08414185,7.818493151,-0.55705184,16,20.94693878,1.5790561,6,6.600687732,20.79035714,0.043361932,4.866,2.88,4.264009662,0.019359695,0.12727783,0,-1.187802721,3.371222649,5.858679245,-0.034923247,-0.097539793,-0.8063787,-0.276969644,13,1.6151065,1.9725,-2.84E-04,-0.14758067,2,-0.448981981,8.874153774,-0.7545313,2.099999905,-0.580751014,-0.006434504,0.26020417,8.709347826,0,0.256385566,1.59,0.72022325,5.460957447,6.72122947,13,-2.8664434,28.175,3.587628458,14,-2.089900884,-0.2419157,-1.4740667,-2.205891634,1.1079023,11,4.478275862,9.07516129,4.579285714,21.62,0.054199796,3.750792559,-2.0524294,12,14,4.742574257,0.37137312,-0.048275083,-1.611197921,32.275,37.52,42.52,5.15,9.3,8.92,24.77,12.75,6.25E+10
1,4.525,-2.1931934,2.094375,7.107629263,2,-0.014344176,-0.7340065,0,0.012844077,-0.9026805,0.032311823,0,1,12.27,-0.14038363,8.31,-2.8891382,0.7402247,3.800238095,17.47,11,0.30816382,5.614043,4.458209015,0,3.0044389,0,3.2234528,0.5757782,7.897158505,1.4321104,11.03847826,0.9861459,-0.3080845,17.79871901,-3.075969,0.88832444,-3.4307292,315,14,-0.6520976,7.56926045,0,5.53487165,0.330000013,0.063228376,7,-0.010561532,3.760581667,1.2622452,0,5.260716332,0.42367864,1.659545455,-0.09073201,-0.023801781,-2.9247646,0.666666667,-0.37758604,-0.23326707,2.553166667,3.292421,13.83,15.18152174,0.37149206,0,3.630422535,17.74285714,0.17777054,1.07,1.971428571,2.917517241,0.45482007,0.6524956,0,-2.928374,4.098443781,3.663382353,-0.10790674,0.82748556,-0.032235216,0.02894985,14,-4.3501964,3.92,0.015462312,0.048484903,1,1.0073445,2.972629758,0.74521095,1.899999976,0.13827723,-0.63476855,-0.5955599,2.121428571,0,0.52554274,1.07,0.70594394,7.982588235,4.136736111,11,-1.9000053,10.91,3.409434483,14,-3.6284037,0.21476407,5.464281,-3.5800028,-2.7712421,11.295,11.72153846,7.57619469,2.603385827,26.22,-0.41625932,4.487889453,-2.8675823,13,15,4.51426045,0.007992339,-0.014279072,-2.4901133,20.525,29.1,34.1,2.58,0.23,13.78,17.03,12.07,6.26E+10
2,-5.923333333,-4.3374314,2.621538462,4.866628571,9,0.13216795,1.8971772,0,0.012844077,-0.9026805,0.21206322,0.5,1,12.95,0.20281652,3.985,1.8281021,-0.15387045,3.2390625,13.5,11,0.30816382,2.5058472,4.642810511,5,2.1723397,0,1.0079597,2.530078,5.797762279,1.4321104,-4.314230769,0.3894738,-0.40388554,14.17953704,-3.3280416,1.8363224,-0.9883573,75,12,-0.6520976,-5.337692308,0,4.859109589,0.340000004,0.026190583,9,-0.010561532,4.255286191,1.2622452,0,3.003529412,0.51518685,2.809230769,-1.5284806,0.9483409,-0.099184416,1.8,0.021375101,-0.23326707,2.37372093,0.9993112,16,14.44423077,0.37149206,0,2.949259259,14.24323529,-0.17236814,1.971666667,4.197058824,3.43733945,0.45482007,-0.23736282,0,1.8642441,3.241030398,2.990701754,-0.010247067,-1.1207964,0.19990449,-0.34428087,10,-0.9311755,2.802105263,0.015462312,0.048484903,2,-1.1432029,2.664214559,-0.32157743,1.100000024,-1.3023177,-0.08970327,-0.5955599,1.772,0,-1.7572962,1.971666667,1.3533307,4.331946903,2.278429119,11,-1.9000053,3.81,5.504166667,11,-1.294303,0.661064,2.1954284,-1.292547,-1.9824133,8.75,5.252941176,5.954142857,6.0175,10.13,-0.616431,3.518596338,-2.1886559,12,12,-1.914358974,0.007992339,-0.014279072,-1.3733573,10.07666667,18.95,23.95,5.35,2.07,4.05,11.68,7.27,6.26E+10
1,2.199,-3.8366282,3.796,5.880820793,10,-0.33693808,0.054491673,0,0.012844077,-0.1433631,0.05713251,1,1,8.33,0.8913614,5.298888889,0.47998732,-0.05252881,4.177398844,10.35,14,-0.78276724,4.172259,5.221383213,-2,4.261202,0,-0.24399735,0.40082425,6.53149242,1.6470789,-1.545285714,0.756848,-0.7136727,13.41896226,-4.9192533,-0.5134244,0.9131113,105,15,-0.6520976,3.572822526,0,5.287336418,0.400000006,-0.85895646,11,-0.010561532,5.737911143,-0.7481964,1,4.394883721,0.08604456,2.6146875,-0.033740215,-0.6520439,0.5600688,0.769230769,-1.2228198,1.3559041,3.801582734,-0.7680598,8.62,11.89528571,-1.0460835,0,4.584878049,13.7504,-0.5229717,2.505714286,4.19,3.426515152,0.45482007,0.06741182,0,-0.3974337,5.877624509,4.863896104,-0.47779548,0.17702135,-0.68619955,0.38355953,15,-4.3112698,2.527777778,0.015462312,-0.41685647,1,0.09515789,3.202831633,-2.3692138,3.720000029,0.48828748,0.44295803,0.005290133,1.553333333,0,0.008587816,3.038,1.4595481,3.97647482,4.227609254,15,-1.1055645,7.738,5.256415094,15,0.6394126,0.02597192,2.938464,0.94061923,-0.18333516,18.322,4.231071429,6.775714286,5.460545455,10.35,0.08464244,5.636534073,-2.7298174,15,15,-4.276177474,0.03926888,-0.014279072,-0.5268767,18.199,26.12,31.12,2.38,3.12,2.67,8.62,17.5,6.26E+10
1,-4.43,-0.68904835,2.785373134,9.70284153,1,0.02418614,-0.2466541,0,0.012844077,-1.8434029,-0.04773737,0,1,0.83,-0.11509785,2.803333333,0.57413477,0.12216033,5.654685039,11.57,14,1.238292,0.29996097,4.707252405,0,0.36394823,0,-0.18910937,0.899644,6.859500859,2.980355,-9.856829268,0.3202052,0.06520171,10.58719008,-1.0960684,1.6912148,1.2216085,300,14,-0.6520976,-9.752561983,0,6.160545455,0.810000002,-0.4339281,12,-0.010561532,5.202288343,-0.18441863,0,9.375777778,0.20567031,3.859285714,-0.26417345,0.12185874,-0.3012096,0.5,-0.06240231,0.8887278,4.288463415,-0.13015965,29.02,25.48682927,0.004375648,0,6.366188525,29.23272727,-1.1227815,3.82,3.12,3.6700375,0.45482007,-0.4125893,0,-0.020157943,4.357732689,5.679079755,-0.18526772,-0.12551825,0.5989191,0.14664385,13,1.4057474,1.133783784,0.015462312,-0.08941259,2,0.8850515,3.515778578,0.31912372,0.899999976,0.6958647,-0.018186959,-1.7801869,2.9492,0,0.15945677,2.27,0.6421571,5.861964286,5.407898089,10,-0.6093302,4.2,4.668222222,15,0.09975633,0.118064106,0.79366463,0.21109165,-0.46539968,0.83,4.199090909,9.45025,3.882380952,15.63,-0.83361065,4.537700613,-0.16821383,12,13,-9.752561983,-0.105638474,-0.014279072,-0.6015553,11.57,18.73,23.73,7.38,1.4,2.63,11.58,7.15,6.26E+10
4,-4.67,0.19374819,2.195,4.722684825,1,0.026307518,3.1997206,0,0.012844077,-0.6856983,0.00485885,0.5,1,11.22,0.12044231,2.4375,2.6452055,1.3524822,8.309336735,11.33,10,0.02299035,-4.883363,3.770698355,1,-5.738107,0,0.015335939,2.0709612,3,1.6907839,-4.5475,0.4028865,-0.22368906,10,-2.404066,0.9152465,-1.0644441,310,10,-0.6520976,-4.960549451,0,4.72698324,0.689999998,0.019734802,14,-0.010561532,3.48776959,-0.08184147,0,3.986984127,1.6594503,2.806666667,-2.2193632,0.46545815,-0.83552945,1,0.02266033,1.6915462,2.706666667,-0.22193787,16,16.9675,-1.6878899,0,7.510714286,17.64230769,0.20497796,6.5,3.156666667,3.20462406,0.45482007,1.5211875,0,1.8439662,6.219308025,7.471267606,0.46859378,0.024385119,-0.009572404,-0.4514528,10,2.1381428,0,0.015462312,-0.5031784,8,-0.8782049,2.952566038,-2.0614612,3.900000095,-1.4540198,-0.049101025,-0.1717782,2.165,0,-2.2660034,0.7,3.7549489,4.378571429,6.323787879,10,-1.5015364,8.3,3.373629032,10,-1.5888388,-0.76533586,-3.59024,-1.3847026,-0.46590716,11.22,2.74,4.901724138,1.843333333,12.42,0.52928704,5.972783883,4.7418675,10,10,-4.960549451,-0.040835973,-0.014279072,-1.5663085,11.33,26.63,31.63,9.33,1.93,3.22,14.7,11.93,6.26E+10
