order_item_count,rant_delta,embedding_rant_O2P_2,o2a_zoneid_last15mins_averages,ar2p_avg_res_20d,rest_placed_order_count__1h,embedding_hour_LM_0,embedding_Rz_LM_13,avg_item,embedding_week_O2P_0,embedding_city_LM_2,embedding_hour_LM_3,items_past,high_item,o2mf_value_res_lag1,embedding_hour_O2P_3,fm_avg_Rh_dow_hour_7D,embedding_Rz_LM_0,embedding_Rz_LM_21,fm_avg_Rz_3H,o2p_value_res_lag1,p2d_avg_Cz_1H,embedding_city_LM_3,embedding_rant_O2P_0,o2as_avg_Rz_7D,rant_active_orders,embedding_rant_O2P_4,cust_zone_rain_mode__2H,embedding_hour_LM_2,embedding_Rz_LM_23,p2d_sd_Ch_20D,embedding_city_O2P_4,item_lag_delta_I,embedding_hour_LM_4,embedding_Rz_LM_6,p2d_avg_Ch_20D,embedding_rant_O2P_8,embedding_Rz_LM_4,embedding_Rz_LM_18,bill_amount,p2d_avg_Rz_3D,embedding_week_O2P_2,lag_delta_II,weekday,o2as_avg_Rh_7D,banner_factor,embedding_hour_O2P_4,hour,embedding_dayofweek_LM_2,o2as_avg_Rz_dow_30D,embedding_city_O2P_1,pop_request,o2as_avg_Rh_dow_7D,embedding_Rz_LM_24,o2as_avg_Rid_hour_dow_30d,embedding_Rz_LM_1,embedding_Rz_LM_20,embedding_Rz_LM_15,rant_banner_factor,embedding_hour_O2P_0,embedding_city_O2P_0,o2as_avg_Rz_hour_dow_9d,embedding_hour_LM_1,item_slot_o2p_avg_1D,item_o2p_avg,embedding_city_O2P_3,dayofweek,fm_avg_Rz_dow_hour_7D,item_slot_o2p_avg,embedding_Rz_LM_19,o2as_avg_Rid_dow_hour_7D,o2as_avg_Rid_hour_3D,o2as_avg_Rz_hour_dow_lag,embedding_dayofweek_LM_0,embedding_Rz_LM_12,rare_item,embedding_Rz_LM_2,fm_avg_Rz_3D,fm_avg_Rz_1H,embedding_Rz_LM_10,embedding_Rz_LM_17,embedding_hour_O2P_2,embedding_Rz_LM_5,p2d_avg_Rid_20D,embedding_rant_O2P_6,r2d_avg_Cg_7D,embedding_dayofweek_LM_1,embedding_city_LM_1,order_total_quantity,embedding_Rz_LM_16,o2as_avg_Rz_hour_dow_30d,embedding_rant_O2P_5,rant_cst_distance,embedding_Rz_LM_9,embedding_hour_O2P_1,embedding_city_LM_4,o2a_zoneid_last5mins_averages,rest_zone_rain_mode__2H,embedding_Rz_LM_3,o2as_avg_res_1h,embedding_rant_O2P_9,fm_avg_Rid_hour_30D,fm_avg_Rz_dow_hour_30D,p2d_avg_Rid_3D,embedding_city_O2P_2,ar2p_avg_res_1h,fm_avg_Rh_1D,p2d_avg_Rz_1H,embedding_Rz_LM_8,embedding_Rz_LM_22,embedding_rant_O2P_3,embedding_Rz_LM_14,embedding_rant_O2P_7,o2mf_avg_1H,fm_avg_Rh_hour_3D,ar2p_avg_res_hour_20d,fm_avg_Rid_1Day,item_o2p_lag,embedding_Rz_LM_11,fm_avg_Rz_1D,embedding_rant_O2P_1,p2d_avg_Rid_1H,p2d_avg_Cz_3D,lag_delta_I,embedding_city_LM_0,embedding_week_O2P_1,embedding_Rz_LM_7,o2p_avg_1H,O2D,O2D_beef,Ar2P,O2As,FM,O2P,P2D,order_id
1,0,0.023584737,6.560357143,1.366666667,1,0.38224754,-2.5894668,0,-0.50238574,-1.2122425,-0.3944569,0,1,3.87,0.13784437,6,3.938145,1.5831932,4.770891089,5.58,13,0.5321106,-0.53100306,6.686421938,1,-0.06534231,0,-0.33056316,2.0732713,5.657522153,1.5427117,-3.87,0.41718915,0.12637503,13.52124498,-0.2722316,-2.190631,-1.3183771,130,13,0.18076608,2.86,6,4,1.269999981,-0.90775514,13,0.9375627,3.787014142,2.2850077,0,0.62,0.57743305,6.5,1.2768534,0.30896184,1.6097656,1,0.5410148,0.24604413,4.383285714,0.4480793,16,9.45,1.5701474,6,6.3886875,9.45,0.5730537,6.5,6.5,8.895189394,0.019359695,-0.21600318,0,-3.2737298,5.599118272,5.52137931,-0.34275693,1.879543,0.22418433,1.486132,12,0.17342333,2.1648,-2.84E-04,0.04908468,1,-1.1129531,4.149986737,-0.22771885,1.399999976,-2.758148,-0.042119667,-1.1087582,7.737333333,0,3.1846306,6.5,0.63404995,12.3,5.981035857,10,-2.5327296,5.5,2.6,15,3.9535148,-1.0467018,-0.4132186,-2.0583963,-0.5602434,11,6,0.72,2.6,5.58,1.378025,5.221112214,0.02251758,14,12,-7.56,0.120147415,-0.048275083,-0.18088071,16,15.35,20.35,0.77,3.8,5.98,10.85,4.5,6.25E+10
1,-3.433333333,3.9602585,3.58859375,5.143961597,15,0.38224754,-0.4409539,0,-0.50238574,-0.1433631,-0.3944569,1,1,4.72,0.13784437,5.096896552,0.737126,-0.12838975,5.675638298,17.2,15,-0.78276724,5.866931,4.942302274,-1,6.2381315,0,-0.33056316,0.23686682,6.015159442,1.6470789,-6.55875,0.41718915,-0.18589415,13.2578481,5.54846,0.15191823,0.09905207,157,15,0.18076608,-1.024195642,6,4.605086516,1.080000043,-0.90775514,13,0.9375627,6.187745798,-0.7481964,0,5.208194726,0.16303933,3.266567164,0.1930354,0.26291844,0.26750955,0.882352941,0.5410148,1.3559041,3.190990991,0.4480793,16,14.90875,-1.0460835,6,5.594849785,14.05846154,-0.23726158,2.408333333,5.562,5.427236287,0.019359695,-0.34195763,0,0.20566632,5.736128975,5.677021277,-0.23731169,-0.252659,0.22418433,-0.49254882,16,-5.4516053,2.355084746,-2.84E-04,-0.41685647,1,0.105873935,3.151757469,-5.2968087,3.700000048,-0.40065417,-0.042119667,0.005290133,3.8945,0,0.24978554,2.408333333,0.22762646,4.498457584,4.710712401,13,-1.1055645,2.114166667,5.690688337,15,-0.05042797,-0.40090197,2.2516704,0.36639243,3.6728582,6.708333333,5.434609375,5.83501845,6.580080645,8.35,-0.055020444,6.316188487,1.8615569,16,15,3.609137691,0.03926888,-0.048275083,0.18046342,12.56666667,17.75,22.75,1.03,0.75,6.53,8.48,9.27,6.25E+10
2,-11.12266667,-7.8381715,3.735151515,1.128309232,19,0.37771502,-2.0077975,0,-0.50238574,-1.8434029,-0.46323314,0.5,1,1.73,0.8046588,4.524117647,2.1801217,-0.102330804,3.843975045,4.73,12,1.238292,8.051314,5.749518596,3,2.7361996,0,-0.24724199,0.6644094,5.393022323,2.980355,9.04952381,0.2278887,-0.49272236,13.358,-7.8791904,-0.91038215,-0.44025916,377,12,0.18076608,-2.800027778,6,3.032591171,0.449999988,-0.15394725,15,0.9375627,5.502483988,-0.18441863,0,2.761449275,-0.11695757,2.164821429,0.21852362,0.36072415,0.13200217,1.117647059,0.15115722,0.8887278,3.740451467,0.4744357,16,9.70047619,0.004375648,6,5.070286624,9.413636364,0.9403476,2.555384615,2.183888889,3.475342205,0.019359695,0.596585,0,-1.2370138,4.031345252,4.417631579,0.124267586,0.09695236,0.117321424,-0.51881003,15,-7.0481167,1.528367347,-2.84E-04,-0.08941259,4,0.6760003,3.260107116,0.47746828,2.700000048,-1.5846431,-0.008196498,-1.7801869,2.581363636,0,1.7307822,1.746,3.198257,3.6888125,4.295697853,13,-0.6093302,0.741333333,2.925952381,12,1.8425528,0.6352108,8.43825,-1.0680722,-4.3647447,2.628666667,3.459565217,1.140526316,3.0675,18.75,0.6009504,3.95907123,-5.046095,13,13,-2.947361111,-0.105638474,-0.048275083,0.34431964,4.877333333,18.18,23.18,1.63,0.95,2.07,4.83,13.35,6.25E+10
4,-2.669375,-4.291907,3.321505376,4.013563518,47,0.37771502,-2.4164765,0,-0.50238574,-0.9026805,-0.46323314,0.5,1,7.38,0.8046588,5.116511628,2.9812226,-0.5418557,5.395591054,8.13,14,0.30816382,3.5060158,5.692515552,6,1.9124594,0,-0.24724199,1.1412871,6.560004493,1.4321104,11.64266667,0.2278887,0.08509383,12.84951267,-3.2237153,-2.0728185,-0.9734918,1321,14,0.18076608,-1.92057883,6,5.442590274,0.620000005,-0.15394725,15,0.9375627,4.76643428,1.2622452,0,5.765157303,-0.38922966,3.12,0.43661463,-0.11660935,0.38685846,1.119047619,0.15115722,-0.23326707,3.142250287,0.4744357,18.15,19.88733333,0.37149206,6,4.110611916,16,0.41362154,2.568666667,2.170869565,3.051316583,0.019359695,0.59694344,0,-1.4916644,4.775007935,5.001495536,0.23619589,0.81387347,0.117321424,-0.19143759,19,-2.9173594,2.091393939,-2.84E-04,0.048484903,4,-0.0565172,3.17343869,-0.26745194,5,-2.6925685,-0.008196498,-0.5955599,2.905238095,0,2.520155,4.6140625,1.7102851,2.800891473,4.190274809,17,-1.9000053,2.31,4.984235751,13,3.3471282,0.16953005,3.5218742,-0.74126035,-2.4726112,7.9178125,3.743733333,4.60988024,5.098085809,31.53,1.899125,4.595233855,-2.1150322,18,14,-7.12120383,0.007992339,-0.048275083,0.35518044,13.330625,44.62,49.62,11.88,1.52,0.82,14.38,30.23,6.25E+10
2,13.24666667,-2.7380319,3.459090909,16.26571429,4,0.01863481,-0.068083706,0.5,-0.50238574,-1.3905951,-0.029262546,0.5,0.5,11,-0.11150846,3.903125,-0.582095381,-0.070216683,3.814038462,38.17,17,0.44347504,-2.0160642,5.779575841,0,-0.37487534,0,0.0220281,1.055563691,4.973045845,2.010267,5.35,-1.4856908,-0.043485297,12.01195652,0.06530654,1.303407944,-2.134133303,215,14,0.18076608,0.971666667,6,4.706169154,0.469999999,-0.6305358,18,0.9375627,7.188250679,1.0095773,0,3.277244898,0.164251606,6.5,-0.671857357,-0.082536324,-1.706442818,0.8,-0.07777854,2.0433412,3.613809524,-0.002544402,16,32.82,-4.641816,6,4.629620253,32.82,0.043361932,6.5,6.5,4.240057803,0.019359695,0.12727783,0,-1.187802721,5.26821281,3.069069767,-0.034923247,-0.097539793,1.3214537,-0.276969644,15,0.60398436,2.516875,-2.84E-04,0.18979801,2,-0.448981981,7.056867089,-0.45637962,3.400000095,-0.580751014,0.083134264,-1.236587,1.556666667,0,0.256385566,1.63,1.0028387,6,5.727356688,16,-3.3344808,24.66,5.395619835,15,-2.089900884,-0.2419157,1.084417,-2.205891634,0.63378036,16.41666667,5.31925,5.5,5.689,38.17,0.054199796,4.960528455,0.94707453,15,15,9.895,-0.06284164,-0.048275083,-1.611197921,29.24666667,31.37,36.37,13.22,0.5,0.07,14.3,17.07,6.25E+10
2,1.565,-1.4063557,5.0405,7.035093168,5,-0.046080492,2.9283185,0.5,-0.50238574,-5.0273576,0.0376217,0,0.5,2.82,0.7159881,5.8,1.2184881,0.28573677,4.772173913,11.45,13,4.3318186,5.5552835,3.252048495,0,4.7642508,0,-0.07888457,2.681984,7.221214425,1.096504,-1.056666667,-0.7303692,-0.5804747,16.976,-2.5318923,1.8557549,-2.0607364,244,11,0.18076608,1.221909091,6,2.917906977,1.230000019,-0.7646233,19,0.9375627,3.605824977,1.9413712,0,4.657368421,0.8232331,1.972857143,-1.8409886,-0.046675693,0.5279978,0.833333333,-1.1715345,0.8637787,4.509625,-0.001952874,16,18.17666667,-0.24361034,6,5.675957447,16,-0.4508069,2.13,2.145,2.849066667,0.019359695,0.16088901,0,2.57307,3.466811594,5.377446809,-0.7177417,0.056666467,-0.72527164,0.39863706,11,-5.299135,3.023333333,-2.84E-04,-0.023886083,2,-1.8959845,3.118846154,-4.715289,1.799999952,-2.3498755,1.3056661,-4.766166,7.113333333,0,-2.8009624,2.13,4.2757826,5.19,3.946298077,10,-1.5754259,10.3425,4.362222222,13,-1.842338,0.29056442,4.1965365,-0.957293,0.7976362,1.8775,5.92125,6.155925926,4.396666667,17.12,0.43111953,3.69202765,1.2315089,10,11,-4.893090909,0.9498295,-0.048275083,1.4445527,17.565,26.85,31.85,1.18,9.7,5.93,17.12,9.73,6.25E+10
2,6.048333333,1.8795917,12.59117647,3.949634035,17,0.052714653,-0.26906323,0,-0.50238574,-0.6993332,0.16447444,1,1,13.93,-0.124132715,6.814285714,0.9648446,-0.77275264,5.584201681,14.68,14,-0.029506538,4.724772,6.51380633,8,6.0772066,0,-0.0308711,0.48777202,4.887741118,1.4710165,23.86783217,0.5343077,0.42946738,14.43411765,1.6151177,1.3737677,1.3601264,143,12,0.18076608,7.782941628,6,5.86997619,1.370000005,0.027929857,20,0.9375627,5.889913991,-0.33230752,0,7.683115942,0.63455945,7.464347826,0.83808786,-0.39406863,-0.22925009,1.7,-0.03763987,0.09411305,10.76682081,-0.55705184,21.19,14.68216783,-0.048614204,6,5.656517857,15.69695122,0.59466606,8.93625,7.180810811,9.39290566,0.019359695,-0.16597003,0,-0.3921559,5.079569853,6.017080292,-0.022219706,0.3199126,-0.8063787,-0.12722789,12,-4.688417,1.495,-2.84E-04,-0.068713166,3,0.1956673,7.007153285,-6.1089582,1.399999976,0.88485324,-0.006434504,-0.45997655,15.70181818,0,1.1469563,8.534166667,3.9261627,5.633469388,4.558010949,12,-0.5376492,6.158333333,7.177338129,13,0.16196004,-0.001911225,0.121204376,1.5456097,0.23530681,18.17,6.138732394,3.68451087,7.654328358,38.55,0.20276698,5.154659926,0.2929924,11,14,0.414608295,0.050475605,-0.048275083,-0.42784253,22.04833333,43.38,48.38,1.5,20.72,11.2,33.82,9.57,6.25E+10
1,5.3,-0.60168624,3.68125,13.04226994,3,-0.08330583,-0.13923034,0,-0.50238574,-1.8434029,-0.016860625,0,1,5.23,-0.11196165,3.35,0.21020907,-0.415523,4.964198113,21.3,12,1.238292,-1.5588783,7.000204701,1,-1.0172287,0,0.25048718,-0.073281124,6.055404444,2.980355,5.58195122,0.24003738,0.18029985,15.59360759,0.85865116,-0.42409682,0.73391676,306,13,0.18076608,-2.721219512,6,6.956147368,0.850000024,-0.20622309,21,0.9375627,5.333569724,-0.18441863,0,7.198494624,0.6535997,12.62,0.16216049,-0.035602562,0.55413926,1,0.010184866,0.8887278,6.021935484,0.24617158,16,23.23804878,0.004375648,6,3.884545455,23.36272727,-0.6876573,12.62,11.785,5.594366812,0.019359695,0.24831909,0,-0.34198502,4.399481565,4.0992827,-1.1159517,-0.7111764,-0.33436885,-0.67221594,14,1.5391728,2.311674877,-2.84E-04,-0.08941259,1,-0.43142298,6.641440972,0.07557145,3.5,1.2557719,0.022820108,-1.7801869,2.6348,0,0.9911324,12.62,0.6400624,4.0392,4.584791667,13,-0.6093302,8.42,4.49032967,12,1.3057342,-1.2378402,0.31525478,1.024827,0.6724213,5.23,4.414615385,9.381304348,4.065714286,28.82,0.52271295,4.054777688,1.0227258,13,13,-2.721219512,-0.105638474,-0.048275083,0.5991922,21.3,33.15,38.15,11.3,1.22,5.1,17.88,15.27,6.25E+10
1,-3.628421053,-4.493789,4.811923077,4.49147552,32,0.032217182,-2.6248927,0,-0.50238574,-0.7225856,-0.04902034,0,1,18.8,-0.06869952,1.906470588,3.176375,0.24135077,3.605168237,19,13,-0.4674484,6.108388,4.236357564,12,6.5155115,0,0.71810085,0.9771978,5.477638802,1.4376689,-4.866857143,0.27782592,-0.15349364,12.52253165,5.022398,-1.7638491,-1.1852407,188,12,0.18076608,0.091754205,6,5.686426049,0.409999996,-0.036285423,22,0.9375627,4.460435361,2.1543303,0,5.388003914,0.11487624,5.903888889,-0.02310693,-0.52387935,-0.08141769,1.523809524,-1.717228,-0.08414185,4.447035398,0.7224978,10.58,15.26685714,1.5790561,6,2.254434783,14.36805556,-0.09622162,4.813157895,5.037317073,4.144714829,0.019359695,0.39783505,0,-1.434783,3.012067867,2.443255814,0.3615936,1.0229938,0.060152262,0.46926525,16,-4.9482503,2.065454545,-2.84E-04,-0.14758067,1,1.2016426,4.438915441,-5.768063,1.700000048,-2.6297896,1.1712403,0.26020417,5.365555556,0,2.5359104,4.731578947,0.1974701,1.773692722,2.820844037,14,-2.8664434,4.605263158,2.511718147,12,2.903658,-0.2095286,3.9305084,0.23346037,0.9942832,9.947894737,1.374433962,4.275564516,2.809739583,10.4,1.0010487,3.138944623,0.7786393,16,13,6.720175258,0.37137312,-0.048275083,-0.079156145,12.37157895,26.9,31.9,17.33,2.73,0.08,20.32,6.58,6.25E+10
2,0,3.9237518,6.05,2.857931034,2,0.14685272,-0.068083706,0.5,0.012844077,-0.801642,-0.07761499,0,0.5,2.63,0.100350015,6,-0.582095381,-0.070216683,0.076666667,4.67,10,0.22317912,8.364343,4.097175487,2,6.714547,0,2.0578556,1.055563691,5.982694477,1.4811177,0.527857143,0.44201088,-0.043485297,14.74790909,-7.99226,1.303407944,-2.134133303,170,14,-0.6520976,7.531176471,0,4.0434,0.600000024,0.02892368,8,-0.010561532,1.687111369,2.6199362,0,2.20173913,0.164251606,1.25,-0.671857357,-0.082536324,-1.706442818,2,-1.588555,0.8569707,4.284,1.9580406,16,9.302142857,1.9705381,0,0.076666667,16,0.043361932,6.5,1.3,4.966666667,0.45482007,0.12727783,0,-1.187802721,3.396126451,0.076666667,-0.034923247,-0.097539793,-0.09583534,-0.276969644,13,-6.4309564,1.602222222,0.015462312,-0.29476443,4,-0.448981981,2.821111111,-4.017084,3.400000095,-0.580751014,1.4996878,-0.6976443,6.5,0,0.256385566,6.5,-2.4571679,5.338235294,3.145555556,10,-2.9531875,5.5,4.747272727,9,-2.089900884,-0.2419157,7.082234,-2.205891634,8.063827,11,5.03,2.924444444,3.088,9.83,0.054199796,3.699779338,-3.7159488,12,13,-3.798823529,-0.04778986,-0.014279072,-1.611197921,16,18.2,23.2,0.23,1.35,5.63,7.48,10.72,6.26E+10
1,0,-2.0212502,2.456,5.92745098,1,0.02418614,-0.5896986,0,0.012844077,-0.35218656,-0.04773737,0,0,17.78,-0.11509785,6,0.7627809,0.75471425,8.57,29.9,18,0.25432274,-3.91376,3.512249836,0,2.3638358,0,-0.18910937,0.47404975,6.680062343,3.450577,0,0.3202052,0.41631985,12.91064516,3.7955484,-0.24270739,-0.4636092,168,16,-0.6520976,-2.425714286,0,5.836153846,0.819999993,-0.4339281,12,-0.010561532,3.195778748,-0.85002023,0,5.502,0.016125107,1.18,-0.1263177,0.06992516,-0.6179355,0.5,-0.06240231,1.1663076,3.303461538,-0.13015965,16,16,0.11924377,0,8.890588235,16,1.0051622,6.5,4.45,3.101764706,0.45482007,0.7978303,1,-0.6247547,6.39138539,8.85625,-0.93582135,0.3035562,0.5989191,0.07144249,12,0.4637005,2.267777778,0.015462312,-0.07795428,1,0.13072203,3.272181818,3.5320106,3.299999952,-0.78251773,-0.018186959,-0.42815414,1.86,0,0.71600056,6.5,-0.1714369,6.332857143,5.729814815,10,-0.099870175,5.5,8.466451613,15,1.3489313,0.17993604,-4.2040734,-0.061300457,3.024096,11,6.356,4.017272727,12.15875,16,0.5301381,7.039185668,-2.8911753,13,17,11.47428571,-0.5855699,-0.014279072,-0.2652646,16,24.77,29.77,4.28,1.87,3.22,9.48,15.28,6.26E+10
1,-5.095555556,-4.656674,5.135625,3.076797036,11,0.38224754,2.056662,0,0.012844077,-0.9026805,-0.3944569,1,1,6.98,0.13784437,4.033793103,1.7991745,0.96809334,7.964618474,14.9,17,0.30816382,6.209137,5.321678147,3,3.238082,0,-0.33056316,1.828418,6.6774451,1.4321104,-4.027208122,0.41718915,0.47014886,16.69088022,-2.8033645,1.2665412,-0.75003815,105,14,-0.6520976,-2.345634921,0,4.469910448,1.029999971,-0.90775514,13,-0.010561532,5.311113307,1.2622452,0,4.770483271,-0.7514467,2.685909091,-0.38131216,-0.53385013,-0.24444897,1.222222222,0.5410148,-0.23326707,3.036764706,0.4480793,16.95,13.40720812,0.37149206,0,5.20186747,13.31795455,0.7442258,2.301,3.825357143,5.576957237,0.45482007,0.5881629,0,1.382138,5.414941838,7.363202614,0.63621247,-0.9786785,0.22418433,-0.9505762,15,-4.390657,3.80074184,0.015462312,0.048484903,1,-0.23804063,3.587124601,0.32869744,5.099999905,-0.6829829,-0.042119667,-0.5955599,4.411333333,0,-1.4504057,3.854444444,1.6002071,5.36932,5.201354839,12,-1.9000053,1.631111111,5.840296496,15,-0.8468933,0.19339427,5.529828,-0.7920528,-2.7744873,8.406666667,5.289006623,2.808057143,6.880291262,9.38,0.5182301,5.959268911,-4.0603895,14,14,1.649920635,0.007992339,-0.014279072,-2.2446346,10.90444444,28.15,33.15,0.42,6.23,7.6,15.23,12.92,6.26E+10
3,-1.24,-1.2849311,3.576,8.390453901,3,0.38224754,-0.068083706,0,0.012844077,-1.8434029,-0.3944569,0.333333333,1,5.5,0.13784437,1.6,-0.582095381,-0.070216683,4.851935484,18.02,14,1.238292,-0.24312328,4.189398633,0,4.479895,0,-0.33056316,1.055563691,8.332906656,2.980355,3.567457627,0.41718915,-0.043485297,10.27444444,0.64520156,1.303407944,-2.134133303,272,13,-0.6520976,-1.439263158,0,3.170203562,0.589999974,-0.90775514,13,-0.010561532,3.507075774,-0.18441863,0,4.04097561,0.164251606,3.672,-0.671857357,-0.082536324,-1.706442818,0.75,0.5410148,0.8887278,4.498571429,0.4480793,16,15.00254237,0.004375648,0,3.870909091,16.06666667,0.043361932,3.55,1.569230769,4.592714286,0.45482007,0.12727783,0,-1.187802721,3.835222868,4.993,-0.034923247,-0.097539793,0.22418433,-0.276969644,12,-1.0122738,0.772,0.015462312,-0.08941259,4,-0.448981981,3.469903846,-4.091874,0.899999976,-0.580751014,-0.042119667,-1.7801869,3.75,0,0.256385566,2.14,4.2024517,2.303333333,3.611346154,11,-0.6093302,10.995,4.838888889,15,-2.089900884,-0.2419157,0.7016256,-2.205891634,-4.38088,4.735,2.034666667,9.013863636,5.291785714,18.57,0.054199796,4.052380952,3.3239284,11,13,1.820736842,-0.105638474,-0.014279072,-1.611197921,14.76,10.4,15.4,0.57,2.13,2.32,5.23,5.17,6.26E+10
4,-5.62,0.18492144,4.683700787,4.600922619,1,0.38224754,2.6845121,0,0.012844077,-0.9026805,-0.3944569,0,0.75,5.87,0.13784437,2.45,2.1550295,-0.64752096,4.084486971,10.38,13,0.30816382,-3.2369928,4.693275517,-1,-3.8718035,0,-0.33056316,1.5348655,6.145889876,1.4321104,5.145384615,0.41718915,0.44909582,11.56490132,-2.99762,1.1827431,-1.083418,738,13,-0.6520976,-5.970625,0,4.267291667,0.99000001,-0.90775514,13,-0.010561532,4.297899595,1.2622452,0,4.661818182,-0.060011882,5.875,-1.1842315,0.4767881,-0.98767406,0.333333333,0.5410148,-0.23326707,4.259014218,0.4480793,38.37,18.90461538,0.37149206,0,4.737394366,17.185,-0.1397853,7.13,3.55,4.434656627,0.45482007,0.19544327,0.25,1.7328367,3.535761596,4.855528596,0.15585083,0.016051307,0.22418433,-0.034678213,15,2.8992999,2.00744898,0.015462312,0.048484903,4,-1.1666533,4.009488966,-1.9208199,1.399999976,-1.3065411,-0.042119667,-0.5955599,4.20744186,0,-1.8882121,7.13,2.6678555,7.082051282,4.191432453,16,-1.9000053,0.55,5.417368421,13,-1.4140971,-0.3308056,-3.439113,-1.4233462,-0.6496357,5.87,3.3025,3.98,5.417368421,24.05,-0.08896244,3.756439593,3.2631338,14,12,-5.970625,0.007992339,-0.014279072,-1.8031341,10.38,37.75,42.75,14.27,3.48,4.43,23.03,14.72,6.26E+10
1,0,-2.1559558,8.38,6.959207921,0,0.026307518,-0.068083706,1,0.012844077,-0.20325632,0.00485885,0,0,4.12,0.12044231,6,-0.582095381,-0.070216683,5.911276596,6.25,11,-0.9022147,-7.0445085,4.4488771,0,3.1140058,0,0.015335939,1.055563691,2.697069508,1.5183738,15.77,0.4028865,-0.043485297,8.32875,-0.11117703,1.303407944,-2.134133303,230,14,-0.6520976,-0.676666667,0,6.027555556,0.600000024,0.019734802,14,-0.010561532,3.845795107,-0.48565665,0,9.5975,0.164251606,6.5,-0.671857357,-0.082536324,-1.706442818,0,0.02266033,0.32380864,4.25,-0.22193787,16,16,0.05343385,0,3.367222222,16,0.043361932,6.5,14.375,5.386511628,0.45482007,0.12727783,0,-1.187802721,4.339114043,5.728823529,-0.034923247,-0.097539793,-0.009572404,-0.276969644,13,-0.55768937,0.698,0.015462312,-0.628937,1,-0.448981981,3.65,2.7581391,3.400000095,-0.580751014,-0.049101025,0.034179464,14.645,0,0.256385566,6.5,0.83448064,2.363333333,3.504347826,10,-0.61234695,5.5,2.105,12,-2.089900884,-0.2419157,-3.050686,-2.205891634,3.655338,11,0.1,10.21727273,2.105,31.77,0.054199796,4.570361111,-1.5168275,12,13,-10.42666667,0.10412957,-0.014279072,-1.611197921,16,45.32,50.32,11.68,8.05,4.35,24.48,20.83,6.26E+10
1,-3.314285714,3.471452,4.617358491,4.352354058,11,0.01863481,1.4706149,0,0.012844077,-0.9026805,-0.029262546,0,1,13.15,-0.11150846,4.538571429,0.98558533,0.16136542,4.02784965,14.22,13,0.30816382,6.0459876,4.981594777,2,5.867647,0,0.0220281,2.1905906,8.040935248,1.4321104,5.074368932,-1.4856908,-0.00322514,16.795,4.7866907,0.66333735,-0.79976094,584,14,-0.6520976,-0.279002695,0,3.986540881,0.370000005,-0.6305358,18,-0.010561532,4.240877215,1.2622452,0,3.188426966,0.8495871,3.310869565,-0.9646468,0.07152206,0.26626277,1.1,-0.07777854,-0.23326707,4.328584337,-0.002544402,8.653333333,11.90563107,0.37149206,0,4.174155844,10.11068966,0.048919175,4.642857143,2.61,5.164446108,0.45482007,0.40958792,0,0.9616855,4.239215214,4.079484536,0.8291447,-0.7803512,1.3214537,-0.31429085,15,-5.366198,0.69,0.015462312,0.048484903,1,-0.31070104,4.245548141,-5.713793,2,-0.56060886,0.083134264,-0.5955599,4.695384615,0,-0.9825852,2.695714286,1.01027,4.171709402,3.675814176,16,-1.9000053,4.638571429,4.521627907,14,-0.39791536,-0.21135835,3.009721,-1.0796678,3.6352332,9.981428571,4.577916667,6.071655172,4.521627907,16.98,-0.566902,4.814963552,1.9313297,14,13,1.255283019,0.007992339,-0.014279072,-1.4976287,12.68571429,35.38,40.38,13.87,2.87,0.13,16.98,18.4,6.26E+10
1,-4.47,-0.9176835,3.289230769,3.791781874,3,-0.046080492,-0.2851593,0,0.012844077,-0.33247143,0.0376217,1,1,7.58,0.7159881,3.6975,-2.8261483,-1.7398269,5.041692308,14.63,15,0.15794964,5.5945196,2.917943863,1,3.4709728,0,-0.07888457,1.5081095,3.78125546,2.4251182,1.748163265,-0.7303692,-0.06097897,13.00857143,-5.2441626,1.7045339,-3.1556554,120,14,-0.6520976,-0.463715596,0,2.700839695,0.239999995,-0.7646233,19,-0.010561532,2.879376974,-0.81251913,0,2.153888889,0.46515346,1.847222222,-0.4589574,0.07075141,-2.534107,1,-1.1715345,0.41245145,2.580833333,-0.001952874,10.58,12.88183673,0.016314857,0,5.08859375,13.6478125,0.037558764,1.935,2.804736842,2.523306452,0.45482007,0.89354074,0,-2.3004894,4.981993802,5.709464286,0.10373862,-0.076037474,-0.72527164,-0.81227213,14,-4.377046,2.896153846,0.015462312,0.017327929,1,-0.6889661,2.456724138,-1.8807029,3.799999952,-0.7634813,1.3056661,-0.38244838,6.416666667,0,0.19186588,5.415,-0.35938635,6.402325581,4.645373563,9,-0.5771022,1.075,5.3782,15,-3.6880274,-0.040594134,3.662735,-3.665459,4.4981503,6.575,8.257391304,3.193333333,5.144545455,14.63,1.2772993,5.124540359,-4.3171334,14,14,2.636284404,-0.5729779,-0.014279072,-2.1738608,11.53,21,26,4.03,2.22,0.08,6.78,14.22,6.26E+10
